2025-04-10 17:29:24,211 - INFO - 使用设备: cuda
2025-04-10 17:29:24,211 - DEBUG - GPU: NVIDIA GeForce RTX 3090
2025-04-10 17:29:24,211 - DEBUG - 总内存: 23.69 GB
2025-04-10 17:29:24,211 - DEBUG - 可用内存: 0.00 GB
2025-04-10 17:29:24,311 - DEBUG - 使用预训练权重: True
2025-04-10 17:29:24,311 - DEBUG - 预训练模型路径: ../models/pretrained/yolo11m.pt
2025-04-10 17:29:24,529 - INFO - 模型初始化完成
2025-04-10 17:29:24,530 - DEBUG - 模型参数数量: 4.07M
2025-04-10 17:29:24,530 - DEBUG - 
检查数据路径:
2025-04-10 17:29:24,530 - DEBUG - 训练图片目录: training/data/imgs
2025-04-10 17:29:24,530 - DEBUG - 训练标签目录: training/data/labels
2025-04-10 17:29:24,530 - DEBUG - 验证图片目录: training/data/imgs
2025-04-10 17:29:24,530 - DEBUG - 验证标签目录: training/data/labels
2025-04-10 17:29:24,531 - DEBUG - 
检查数据:
2025-04-10 17:29:29,588 - DEBUG - 批次图片形状: torch.Size([1, 3, 320, 320])
2025-04-10 17:29:29,589 - DEBUG - 批次目标形状: torch.Size([1, 1, 5])
2025-04-10 17:29:29,597 - DEBUG - 目标值范围: [0.0000, 0.5000]
2025-04-10 17:29:29,599 - DEBUG - 类别分布: [0.0]
2025-04-10 17:29:29,600 - INFO - 训练参数设置完成
2025-04-10 17:29:29,600 - INFO - 开始训练...
2025-04-10 17:29:29,600 - INFO - 
Epoch 0/100
2025-04-10 17:29:30,935 - DEBUG - Loss Components: {'xy': tensor([0.], device='cuda:0', requires_grad=True), 'wh': tensor([0.], device='cuda:0', requires_grad=True), 'conf': tensor(298.1043, device='cuda:0', grad_fn=<SumBackward0>), 'cls': tensor([0.], device='cuda:0', requires_grad=True)}
2025-04-10 17:29:33,400 - DEBUG - Loss Components: {'xy': tensor([0.], device='cuda:0', requires_grad=True), 'wh': tensor([0.], device='cuda:0', requires_grad=True), 'conf': tensor(231.4347, device='cuda:0', grad_fn=<SumBackward0>), 'cls': tensor([0.], device='cuda:0', requires_grad=True)}
2025-04-10 17:29:33,873 - DEBUG - Loss Components: {'xy': tensor([0.], device='cuda:0', requires_grad=True), 'wh': tensor([0.], device='cuda:0', requires_grad=True), 'conf': tensor(223.0165, device='cuda:0', grad_fn=<SumBackward0>), 'cls': tensor([0.], device='cuda:0', requires_grad=True)}
2025-04-10 17:29:34,352 - DEBUG - Loss Components: {'xy': tensor([0.], device='cuda:0', requires_grad=True), 'wh': tensor([0.], device='cuda:0', requires_grad=True), 'conf': tensor(209.9365, device='cuda:0', grad_fn=<SumBackward0>), 'cls': tensor([0.], device='cuda:0', requires_grad=True)}
2025-04-10 17:29:35,971 - DEBUG - Loss Components: {'xy': tensor([0.], device='cuda:0', requires_grad=True), 'wh': tensor([0.], device='cuda:0', requires_grad=True), 'conf': tensor(208.3218, device='cuda:0', grad_fn=<SumBackward0>), 'cls': tensor([0.], device='cuda:0', requires_grad=True)}
2025-04-10 17:29:37,300 - DEBUG - Loss Components: {'xy': tensor([0.], device='cuda:0', requires_grad=True), 'wh': tensor([0.], device='cuda:0', requires_grad=True), 'conf': tensor(208.0192, device='cuda:0', grad_fn=<SumBackward0>), 'cls': tensor([0.], device='cuda:0', requires_grad=True)}
2025-04-10 17:29:37,774 - DEBUG - Loss Components: {'xy': tensor([0.], device='cuda:0', requires_grad=True), 'wh': tensor([0.], device='cuda:0', requires_grad=True), 'conf': tensor(207.9534, device='cuda:0', grad_fn=<SumBackward0>), 'cls': tensor([0.], device='cuda:0', requires_grad=True)}
2025-04-10 17:29:44,178 - DEBUG - Loss Components: {'xy': tensor([0.], device='cuda:0', requires_grad=True), 'wh': tensor([0.], device='cuda:0', requires_grad=True), 'conf': tensor(207.9639, device='cuda:0', grad_fn=<SumBackward0>), 'cls': tensor([0.], device='cuda:0', requires_grad=True)}
2025-04-10 17:29:44,670 - DEBUG - Loss Components: {'xy': tensor([0.], device='cuda:0', requires_grad=True), 'wh': tensor([0.], device='cuda:0', requires_grad=True), 'conf': tensor(207.9459, device='cuda:0', grad_fn=<SumBackward0>), 'cls': tensor([0.], device='cuda:0', requires_grad=True)}
2025-04-10 17:29:46,587 - DEBUG - Loss Components: {'xy': tensor([0.], device='cuda:0', requires_grad=True), 'wh': tensor([0.], device='cuda:0', requires_grad=True), 'conf': tensor(207.9466, device='cuda:0', grad_fn=<SumBackward0>), 'cls': tensor([0.], device='cuda:0', requires_grad=True)}
2025-04-10 17:29:47,048 - DEBUG - Loss Components: {'xy': tensor([0.], device='cuda:0', requires_grad=True), 'wh': tensor([0.], device='cuda:0', requires_grad=True), 'conf': tensor(207.9453, device='cuda:0', grad_fn=<SumBackward0>), 'cls': tensor([0.], device='cuda:0', requires_grad=True)}
